NMHMNPHRMNGLLB-UHFFFAOYSA-N	Hydroxyphenyl Propionic Acid
KOMNQBZWMCFDTQ-VIFPVBQESA-N	4-{[(2,6-difluorophenyl)carbonyl]amino}-N-[(3S)-piperidin-3-yl]-1H-pyrazole-3-carboxamide
WTIFIAZWCCBCGE-BZKDHIKHSA-N	Guanosine-2'-Monophosphate
ATEBXHFBFRCZMA-DQLVEMOXSA-N	Rifabutin
FVAUCKIRQBBSSJ-UHFFFAOYSA-M	Potassium Iodide
OFHCOWSQAMBJIW-HBHUAMBYSA-N	Alfacalcidol
GCFBRXLSHGKWDP-UHFFFAOYSA-N	Cefoperazone
UVSIFVBCHJEYJP-UHFFFAOYSA-N	N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE
VPCSYAVXDAUHLT-UHFFFAOYSA-N	KB2115
VKHAHZOOUSRJNA-QYQUYBGJSA-N	Mifepristone
CNIIGCLFLJGOGP-UHFFFAOYSA-O	Naphazoline
XMAYWYJOQHXEEK-NASUQTAISA-N	Ketoconazole
YDXSHNKLEQGPGY-IQEOXKODSA-N	Cefotaxime Group
CPZBLNMUGSZIPR-DOTOQJQBSA-N	Palonosetron
AMDJRICBYOAHBZ-XLPZGREQSA-N	5-Methyl-2'-Deoxypseudouridine
BEDBXOIWRNCGAU-UHFFFAOYSA-N	Lobeline
YPYFPLLZCVEYCS-NNYUYHANSA-N	Alpha-Ribazole-5'-Phosphate Derivative
CUEMNNLTIOIMRI-UXBLZVDNSA-N	Codeine-N-oxide
XZNUGFQTQHRASN-BZNXYVSZSA-N	Apramycin
UREBDLICKHMUKA-IQSBSNNESA-N	Dexamethasone
ZUWYQZGBCBSHFK-HSQYWUDLSA-N	N~2~-[(BENZYLOXY)CARBONYL]-N-[(1S,2S)-2-HYDROXY-1-(4-HYDROXYBENZYL)PROPYL]-L-LEUCINAMIDE
TWMKRGDZEJLDDH-LKXWSVAYSA-N	Threonine Derivative
POWZDRGIZOSVMC-ZDUSSCGKSA-N	(1R)-1-(2-THIENYLACETYLAMINO)-1-(3-CARBOXYPHENYL)METHYLBORONIC ACID
WWYNJERNGUHSAO-JYXYSLORSA-N	Levonorgestrel
BHYOQNUELFTYRT-DPAQBDIFSA-N	Cholesterol-Sulfate
SDUQYLNIPVEERB-UHFFFAOYSA-N	Gemcitabine
WLCZTRVUXYALDD-IBGZPJMESA-N	Pegaptanib
LUBOPDUYHWABFG-NDEPHWFRSA-N	N,O-Didansyl-L-Tyrosine
JNAZOMVWUGPITI-BURPLHJFSA-O	(2S,3S)-3-AMINO-4-(3,3-DIFLUOROPYRROLIDIN-1-YL)-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-6-YLCYCLOHEXYL)BUTANAMIDE
MTGQTUUDVSREKR-GXUZKUJRSA-L	Fe-Mesopone
WJOHZNCJWYWUJD-ZXANHWNISA-N	Fluocinonide
IBJDCVXDXGFGIO-FKTQTOOFSA-N	(2Z,4E)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid
XADMVSKRIFOHME-UHFFFAOYSA-N	Adenine
LWQQLNNNIPYSNX-GGXBZCKASA-N	Calcipotriol
ZPDFIIGFYAHNSK-FUISWZMFSA-K	Gadobutrol
CYQFCXCEBYINGO-IRXDYDNUSA-N	Dronabinol
WBCOLMYVEBTZOA-HAQNHBKZSA-N	[4-(4-ACETYLAMINO-PHENYL)-3,5-DIOXO-4-AZA-TRICYCLO[5.2.2.0 2,6]UNDEC-1-YLCARBAMOYLOXY]-ACETIC ACID
GIXGVIVAHMJKNP-UHFFFAOYSA-N	Butan-1-Ol
OQDCVONZQOVIMP-UNQJTBPASA-N	11-Deoxy-Beta-Rhodomycin
XSDUIRFHCZLNFF-UHFFFAOYSA-N	2,4-Diamino-4,6-Dihydroxypyrimidine
HMFHBZSHGGEWLO-SKNVOMKLSA-N	Ribose
WINHZLLDWRZWRT-HXSSPIBYSA-N	Sunitinib
SAWXMTQYIIZWNU-USRAUIIXSA-O	C-1027 Aromatized Chromophore
OFHMUASCSJJNNA-JOCHJYFZSA-N	Bis-Napthyl Beta-Ketophosphonic Acid
UHDGCWIWMRVCDJ-ZRTZXPPTSA-N	Cytidine
WAEXFXRVDQXREF-UHFFFAOYSA-N	Vorinostat
OKKDEIYWILRZIA-OSZBKLCCSA-N	Gemcitabine
FSYFYSFYUHBIHE-UHFFFAOYSA-N	(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL
GCKMFJBGXUYNAG-ROMHJBHXSA-N	Methyltestosterone
XBGYMVTXOUKXLG-SCSAIBSYSA-N	5-Oxo-Pyrrolidine-2-Carbaldehyde
JZODKRWQWUWGCD-UHFFFAOYSA-N	2,5-DI-(TERT-BUTYL)-1,4,BENZOHYDROQUINONE
DAAUVSVERFXBSX-WHSUVHHGSA-N	2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid
NCAIGTHBQTXTLR-UHFFFAOYSA-N	Phentermine
CLXOWGDLJFGQOY-IEACKJIRSA-N	Chlorophyll A
HNEGQIOMVPPMNR-IHWYPQMZSA-N	Citraconic acid
RCWYXGAOCMUXHG-ZXBIKLPVSA-N	OSI-7836
COLNVLDHVKWLRT-ZXEPEWCSSA-N	L-Phenylalanine
IAJILQKETJEXLJ-RSJOWCBRSA-N	Galacturonic Acid
PAJMKGZZBBTTOY-NWSYQISNSA-N	Treprostinil
RAJWOBJTTGJROA-LEHSPDMJSA-N	Androstanedione
AZUQEHCMDUSRLH-UHFFFAOYSA-N	Vatalanib
NMTWKEWYQXZGCI-DDLCCZDQSA-N	Ergotamine
UWFYSQMTEOIJJG-OYAOXFQRSA-N	Cyproterone acetate
QPPQQDXSJGASRR-GRYCIOLGSA-N	Marimastat
PYHXGXCGESYPCW-UHFFFAOYSA-N	Diphenylacetic Acid
VHFGEBVPHAGQPI-MYYQHNLBSA-N	Oritavancin
IRTONBQROPNEJZ-UOWFLXDJSA-N	1,4-Dideoxy-O2-Sulfo-Glucuronic Acid
KPSADKSUQZWXDK-RRKCRQDMSA-O	2'-Deoxyadenosine 5'-Triphosphate
GFWRVVCDTLRWPK-KPKJPENVSA-N	Sofalcone
ZKRKFZJAQKKHKL-SUGPNEFASA-N	6-(Adenosine Tetraphosphate-Methyl)-7,8-Dihydropterin
XPSQPHWEGNHMSK-UHFFFAOYSA-N	Frovatriptan
QWDCYFDDFPWISL-JEBPEJKESA-N	E2012
SULMJWJPVDSFFN-SNVBAGLBSA-N	(RP,SP)-O-(2R)-(1-PHENOXYBUT-2-YL)-METHYLPHOSPHONIC ACID CHLORIDE
BLGDWFJQIHBUJY-NWJGULHDSA-N	10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione
DLGOEMSEDOSKAD-SFIIULIVSA-N	Carmustine
AHOUBRCZNHFOSL-UHFFFAOYSA-N	Paroxetine
VDUVBBMAXXHEQP-SLINCCQESA-M	Oxacillin
HPZMWTNATZPBIH-UHFFFAOYSA-N	6-Amino-1-Methylpurine
VERWQPYQDXWOGT-LVJNJWHOSA-N	Emtricitabine
GQZXNSPRSGFJLY-UHFFFAOYSA-N	Hypophosphite
NIJZBWHOHNWJBX-UHFFFAOYSA-N	2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene
ILSPFIPSQSFPCN-HNSZETJFSA-N	Feruloyl Coenzyme A
DWAFYCQODLXJNR-UHFFFAOYSA-L	Oxaliplatin
DNVPQKQSNYMLRS-GZAKBMLFSA-N	Ergosterol
BWNIVDWRKWBXCF-UHFFFAOYSA-N	UNDECYLAMINE-N,N-DIMETHYL-N-OXIDE
WHUUTDBJXJRKMK-VKHMYHEASA-M	L-Glutamic Acid
JCQLYHFGKNRPGE-DNMRROERSA-N	Lactulose
GKIRPKYJQBWNGO-UHFFFAOYSA-N	Clomifene
GZJXCRHEMLAMRA-SDBHATRESA-N	N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE
RNFSRGBKGWQTPO-SKXRKSCCSA-N	Icatibant
UTCPXUQYTYNXQT-UHFFFAOYSA-N	AC-100
VDHLOHIAICCYLJ-AAOVGQIWSA-N	Carboxymycobactin T
JTIIYPHJIDENCW-JTQLQIEISA-N	1,1,1-TRIFLUORO-3-ACETAMIDO-4-PHENYL BUTAN-2-ONE(N-ACETYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)
BMQGVNUXMIRLCK-FREYRPHJSA-N	Cabazitaxel
XOBNESJVGLDEKS-ZROIWOOFSA-N	Farnesol
QIQNNBXHAYSQRY-UYXSQOIJSA-N	ECGONINE METHYL ESTER
AIONOLUJZLIMTK-AWEZNQCLSA-N	Hesperetin
TZDUHAJSIBHXDL-UHFFFAOYSA-N	gabapentin enacarbil
LDEMREUBLBGZBO-KQYNXXCUSA-N	Adenosine monophosphate
UUWFGEKEQSCSMB-IAQYHMDHSA-N	Cephalothin Group
YNJBWRMUSHSURL-UHFFFAOYSA-N	Tri-Chloro-Acetaldehyde
FTFYNJYNMCKWAJ-JQOFMKNESA-F	Sucralfate
AHPKUZJCNHGFQA-UHFFFAOYSA-N	5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine
FKAWLXNLHHIHLA-WKVRRFRASA-N	Calyculin A
QQBPIHBUCMDKFG-UHFFFAOYSA-N	Phenazopyridine
BIDNLKIUORFRQP-FKDWWROVSA-N	Fosinopril
IBAQFPQHRJAVAV-ULAWRXDQSA-N	Miglitol
ACWBQPMHZXGDFX-UHFFFAOYSA-N	Valsartan
RLSSMJSEOOYNOY-UHFFFAOYSA-N	M-Cresol
MMOGLBSCIYISJJ-UHFFFAOYSA-O	CRA_10762
ADVPTQAUNPRNPO-REOHCLBHSA-M	3-Sulfinoalanine
OMXLSJPESIOAGG-UHFFFAOYSA-N	2-Methylpentane-1,2,4-Triol
KWGRBVOPPLSCSI-WPRPVWTQSA-N	Ephedrine
LAOZDSATEAGVQA-UHFFFAOYSA-N	Acetamide
ZKFSMOPGZBFHIV-UHFFFAOYSA-N	Pantoprazole
XKRFOEGCACICFY-QGZVFWFLSA-N	(3r)-3-{[(Benzyloxy)Carbonyl]Amino}-2-Oxo-4-Phenylbutane-1-Diazonium
YWXYYJSYQOXTPL-SLPGGIOYSA-N	Isosorbide Mononitrate
WFDXOXNFNRHQEC-GHRIWEEISA-N	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE
GPRBEKHLDVQUJE-IHRZXMQVSA-N	Cefotaxime
BCQZXOMGPXTTIC-SFIIULIVSA-N	Halothane
XWLXKKNPFMNSFA-HGQWONQESA-N	Simvastatin
SHIBSTMRCDJXLN-KCZCNTNESA-N	4-(3,12,14-Trihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One
FRPJXPJMRWBBIH-RBRWEJTLSA-N	Estramustine
WACJCHFWJNNBPR-UHFFFAOYSA-N	Pyridoxyl-Alanine-5-Phosphate
IWUCXVSUMQZMFG-GUMKFJOWSA-N	Ribavirin
BVUSHGJZBZMDML-ZDUSSCGKSA-N	(3S)-1-CYCLOHEXYL-5-OXO-N-PHENYLPYRROLIDINE-3-CARBOXAMIDE
QPQNJAXBPHVASB-UHFFFAOYSA-O	N-[N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-Butyl]-Guanidine
JLFNLZLINWHATN-UHFFFAOYSA-N	1-(2-Methoxy-Ethoxy)-2-{2-[2-(2-Methoxy-Ethoxy]-Ethoxy}-Ethane
ZXNRTKGTQJPIJK-DWSYCVKZSA-N	Aniracetam
GCBPAPVOMPJQHK-NQIIRXRSSA-N	N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE
GCKFUYQCUCGESZ-BPIQYHPVSA-N	Etonogestrel
GCKMFJBGXUYNAG-QYLPRCTNSA-N	Methyltestosterone
LOIYMIARKYCTBW-OWOJBTEDSA-N	trans-urocanic acid
SZKQYDBPUCZLRX-UHFFFAOYSA-N	Chloroprocaine
PYGWGZALEOIKDF-UHFFFAOYSA-N	4-({6-AMINO-5-BROMO-2-[(4-CYANOPHENYL)AMINO]PYRIMIDIN-4-YL}OXY)-3,5-DIMETHYLBENZONITRILE
RJURFGZVJUQBHK-IIXSONLDSA-N	Dactinomycin
YQZBAXDVDZTKEQ-UHFFFAOYSA-N	Loxapine
IWUCXVSUMQZMFG-DJSMDIAISA-N	Ribavirin
GMRQFYUYWCNGIN-GSMZWGLTSA-N	Calcitriol
PFNFFQXMRSDOHW-BFGUONQLSA-N	Spermine
VQOXZBDYSJBXMA-VHFLTRTASA-N	Nystatin
QXPBTTUOVWMPJN-QBNHLFMHSA-M	Cilastatin
OROAFUQRIXKEMV-PDGQHHTCSA-N	Eprosartan
UHSKFQJFRQCDBE-UHFFFAOYSA-N	Ropinirole
PJBFVWGQFLYWCB-QUYAXPHCSA-N	KW-3902
MRAWGMPHZYODAJ-UHFFFAOYSA-N	6-amino-2-[(thiophen-2-ylmethyl)amino]-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one
UWKQSNNFCGGAFS-UHFFFAOYSA-N	Irinotecan
LXLDMYXULSBRCX-HZEONMFJSA-N	Ceftobiprole
ZQISRDCJNBUVMM-RXMQYKEDSA-N	Histidinol
VWFJDQUYCIWHTN-PVMFERMNSA-K	FARNESYL DIPHOSPHATE
HEYSFDAMRDTCJM-FULWYAMNSA-N	Guanosine-3'-Monophosphate-5'-Diphosphate
OIEPYXIUNUGWFH-UHFFFAOYSA-N	Pentadecane
JMPQQMVRNKQDFU-UHFFFAOYSA-O	CRA_10950
RXKMOPXNWTYEHI-RDRKJGRWSA-N	Flunarizine
PGSWEKYNAOWQDF-UHFFFAOYSA-N	3-Methyl-Benzene-1,2-Diol
WDJHALXBUFZDSR-UHFFFAOYSA-N	Maltose
NVVWVYYHTKCIAE-UHFFFAOYSA-N	2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide
INAPMGSXUVUWAF-UYSNGIAKSA-L	L-Myo-Inositol-1-Phosphate
OJRKJKYGUAALCJ-XLPZGREQSA-N	THYMIDINE-5'-THIOPHOSPHATE
WTDRDQBEARUVNC-LURJTMIESA-N	L-DOPA
VAMKTEQVCPWEFC-LQNHMMNNSA-N	Thionicotinamide-Adenine-Dinucleotide
PKVVTUWHANFMQC-UHFFFAOYSA-M	2-Dehydropantoate
KKGJVFQBVRACGR-WCIBSUBMSA-N	SU9516
ZXBYWYQEQQBMBT-UHFFFAOYSA-N	Amido Phenyl Pyruvic Acid
QMAIQPBRCNEJAT-UHFFFAOYSA-N	3-[(4-AMINO-1-TERT-BUTYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL)METHYL]PHENOL
IVDHYUQIDRJSTI-UHFFFAOYSA-N	Sorafenib
VHRSUDSXCMQTMA-VERXJUKBSA-N	Methylprednisolone
NAQMVNRVTILPCV-UHFFFAOYSA-P	1,6-Diaminohexane
IPMOTTQXPAXTMS-AYGMOLCDSA-N	2-Ribofuranosyl-3-Iodo-2,3-Dihydro-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine
ZESUARCHWPARIF-HOTGVXAUSA-N	N,N'-[biphenyl-4,4'-diyldi(2R)propane-2,1-diyl]dimethanesulfonamide
UUWJNBOCAPUTBK-UHFFFAOYSA-N	2'-Deoxyguanosine-5'-Monophosphate
MSYGAHOHLUJIKV-UHFFFAOYSA-N	3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester
UHDGCWIWMRVCDJ-UHFFFAOYSA-N	CP-4055
ZIGJZZDDPXRGTL-UHFFFAOYSA-N	S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE
ARPLCFGLEYFDCN-CDACMRRYSA-N	Clocortolone
YFVUKQNMTKEDRY-KFXQKQPASA-N	Chlorophyll A
UTUANHHJYGDYCT-UHFFFAOYSA-N	Coenzyme A
CZRQXSDBMCMPNJ-PLYOONJQSA-N	Lisinopril
OJLOPKGSLYJEMD-ZRDIBKRKSA-N	Misoprostol
VFRROHXSMXFLSN-UQIFEBIISA-N	Glucose-6-Phosphate
KDTVUHXJRZVEIF-GOFVFXDOSA-N	2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose
URGFTPMACWKJKU-OAHLLOKOSA-O	FR230513
MMGKIHLBFPJYJL-HNNXBMFYSA-N	3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol
ADLFUPFRVXCDMO-LIGXYSTNSA-M	Ceftizoxime
HMFHBZSHGGEWLO-KKQCNMDGSA-N	Ribose
WKGXYQFOCVYPAC-NSSVELOYSA-N	Felbamate
HQABUPZFAYXKJW-UHFFFAOYSA-O	Butylamine
NAYJSXBENQRFCM-ZEWNPEOYSA-N	Chlorophyll A
ZRVUJXDFFKFLMG-UHFFFAOYSA-N	Meloxicam
XAEWZDYWZHIUCT-UHFFFAOYSA-N	Desipramine
HQWKMDKTTCPCMQ-UHFFFAOYSA-N	1-(4-Amidinophenyl)-3-(4-Chlorophenyl)Urea
LWQQLNNNIPYSNX-OUSHRDKSSA-N	Calcipotriol
IAJILQKETJEXLJ-LECHCGJUSA-N	Galacturonic Acid
ORBZCGMLHAHSPL-OJKALMEKSA-N	Pralnacasan
JLEGVELHGVWFGG-BBWFWOEESA-N	A Disubstituted Succinyl Caprolactam Hydroxymate Mmp3inhibitor
RLQVKDVIBJCQGE-WDUCDQOOSA-N	Trilostane
OQJBSDFFQWMKBQ-UHFFFAOYSA-N	Isothipendyl
QCDFBFJGMNKBDO-UHFFFAOYSA-N	Clioquinol
WRZYEPOHPZIHMJ-BFKBOQTRSA-N	Coenzyme A
ANAUZNNBLWIRMP-UHFFFAOYSA-N	Mitotane
YKJXQZGJGDTEOC-UHFFFAOYSA-N	6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE
IIRWWTKISYTTBL-UHFFFAOYSA-N	Arbutamine
UVUCHZRUOCHQFU-MAZCLBAISA-O	Heme C
WIKYUJGCLQQFNW-UHFFFAOYSA-O	Prochlorperazine
SYJXFKPQNSDJLI-HKEUSBCWSA-N	Neamine
CTRLABGOLIVAIY-UHFFFAOYSA-N	Oxcarbazepine
KQQCGOVBZZBDFJ-DPXSRCRQSA-M	Alpha-D-Glucose-1-Phosphate-6-Vanadate
QSLJIVKCVHQPLV-IACDPKRHSA-N	Oxandrolone
WGKPXBDHEPCGQZ-UHFFFAOYSA-N	2-Ethoxyethanol
RMDAPSXWBVPVOG-UHFFFAOYSA-N	(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-(2,2,2-TRIFLUOROETHYL)-1,4-DIAZEPAN-2-ONE
NWXMGUDVXFXRIG-UHFFFAOYSA-N	Tetracycline
QRHQPCRIZNMZIZ-MASJHSKDSA-N	Etorphine
XJVCXLMUZPNGKH-UKTHLTGXSA-N	4-(6-HYDROXY-BENZO[D]ISOXAZOL-3-YL)BENZENE-1,3-DIOL
WCZGWBZGQLYTDH-DGRKTMCLSA-N	Chlorophyll A
GJJZLLGOZQMFSQ-ZDNJPGIUSA-N	Inulin
XBYJCVDSFWJBSM-OAHLLOKOSA-N	N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide
HVYWMOMLDIMFJA-LETAXAKJSA-N	Cholesterol
KBPHJBAIARWVSC-DKLMTRRASA-N	Xanthophyll
HPVCRUIDFODATB-LJQANCHMSA-N	(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE
QVFRZZHUPZXJFR-FKLPMGAJSA-M	Heme C
DMGBHBFPSRKPBV-UHFFFAOYSA-M	Xylarohydroxamate
HSCJRCZFDFQWRP-KFFOMZEBSA-N	Uridine Diphosphate Galactose
RXSDDUCBUIPWHI-UHFFFAOYSA-N	Hydrocodone
JKDLOGLNPDVUCX-UHFFFAOYSA-N	2,5-Diaziridin-1-Yl-3-(Hydroxymethyl)-6-Methylcyclohexa-2,5-Diene-1,4-Dione
QTQAWLPCGQOSGP-UHFFFAOYSA-N	Geldanamycin
GXJABQQUPOEUTA-NVXWUHKLSA-N	N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE
MJWCZWAVSJZQNL-KBPBESRZSA-N	S-Octylglutathione
VFIZFTGABDUGCF-ASUULRMKSA-N	4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID
AARXZCZYLAFQQU-UHFFFAOYSA-N	motexafin gadolinium
DBZDTCPVZDQULS-UHFFFAOYSA-L	Uridine
NRLIFEGHTNUYFL-DJKKODMXSA-N	Brasofensine
GVEZIHKRYBHEFX-UHFFFAOYSA-N	Cerulenin
OJYJVXIGXVWXKV-REIOPUSASA-N	Cellotriose
JWUBBDSIWDLEOM-DTOXIADCSA-N	Calcidiol
QRJJEGAJXVEBNE-HKOYGPOVSA-N	Oxiconazole
UREBDLICKHMUKA-GZCFLHMUSA-N	Dexamethasone
UPTQSRGSSJRBKJ-LJQANCHMSA-N	6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE
CMUNUTVVOOHQPW-UHFFFAOYSA-N	Proline Betaine
OUBSZQOZVSSBQR-NMBMWNOXSA-N	N-Acetylmannosaminitol
KXDIHAQCVNNLIB-UHFFFAOYSA-N	3-{5-[(6-amino-1H-pyrazolo[3,4-b]pyridin-3-yl)methoxy]-2-chlorophenoxy}-5-chlorobenzonitrile
WAPNOHKVXSQRPX-OLGKHRKTSA-N	Methylphenyl carbinol
FKAWLXNLHHIHLA-YCBIHMBMSA-N	Calyculin A
NNRZSZJOQKAGTO-SECBINFHSA-N	L-Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate
BDKWVFXIGVUEGA-UHFFFAOYSA-N	Vatalanib
SOWBFZRMHSNYGE-UHFFFAOYSA-N	Oxamic Acid
DBOGGOVKHSCMNB-OMRVPHBLSA-N	CR665
PRFXRIUZNKLRHM-OSJNIVAESA-N	Prostaglandin B2
NCDNCNXCDXHOMX-UAMZLAIYSA-N	Ritonavir
AYUNIORJHRXIBJ-TXHRRWQRSA-N	Geldanamycin
IZFHEQBZOYJLPK-SSDOTTSWSA-N	Dihydrolipoic Acid
AZZMGZXNTDTSME-XJTDMATHSA-M	Cefotaxime
AIKVCUNQWYTVTO-UHFFFAOYSA-N	Nicardipine
SYJXFKPQNSDJLI-UHFFFAOYSA-N	Neamine
YHAMQFKGUUSJMU-KGLIPLIRSA-N	1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide
HUPFGZXOMWLGNK-UHFFFAOYSA-N	Diflunisal
UQABYHGXWYXDTK-UUOKFMHZSA-N	Phosphoaminophosphonic Acid Guanylate Ester
IIEPLRAFVCMHQF-STQMWFEESA-N	5-Hydroxymethylene-6-Hydrofolic Acid
UKQGSFUTDYQJST-UHFFFAOYSA-N	N-[4-(1-BENZOYLPIPERIDIN-4-YL)BUTYL]-3-PYRIDIN-3-YLPROPANAMIDE
WAAPEIZFCHNLKK-QPUJVOFHSA-N	Fidarestat(Stereoisomer)
ZUCWQTWGZGIYPV-UHFFFAOYSA-N	9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE
NLPRAJRHRHZCQQ-HWOCKDDLSA-N	EPIBATIDINE
LKZZDHKJFDTYCH-UHFFFAOYSA-N	4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid
VEZJWQNXDLWTMV-KVQBGUIXSA-N	(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate
XNGIFLGASWRNHJ-UHFFFAOYSA-N	Phthalic Acid
INDBQLZJXZLFIT-RJSZUWSASA-N	Primaquine
LTMHDMANZUZIPE-PUGKRICDSA-N	Digoxin
WXUGLTXFZKVLEH-YFKPBYRVSA-N	4-Amino Hexanoic Acid
UYIPVBRTALWZHP-JIZZDEOASA-M	S-(Methylmercury)-L-Cysteine
ZMXDDKWLCZADIW-UHFFFAOYSA-N	Dimethylformamide
MINDHVHHQZYEEK-JNWXCEFISA-N	Mupirocin
MKXKFYHWDHIYRV-UHFFFAOYSA-N	Flutamide
FQXXCJPZUYISAK-SCBVXYGKSA-M	Bacteriochlorophyll A
UWCVGPLTGZWHGS-ZORIOUSZSA-N	Pergolide
YASZRXHHZSXNQI-VRHVUSBISA-N	Voacamine
NJOUJUANJMDBRT-UHFFFAOYSA-M	Protoporphyrin Ix Containing Zn
NBMKJKDGKREAPL-REKGUKDCSA-N	Beclomethasone
DGBIGWXXNGSACT-XOWCGMJMSA-N	Clonazepam
OFHCOWSQAMBJIW-ZEWNQSQVSA-N	Alfacalcidol
FZYOVNIOYYPUPY-XZPHDFDZSA-N	Rifampicin
AMVODTGMYSRMNP-GNIMZFFESA-N	Formebolone
RXWNCPJZOCPEPQ-NVWDDTSBSA-N	PUROMYCIN
AWVCKFLATUTBCX-INIZCTEOSA-N	(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid
QNCYYRHIUFGGJX-UHFFFAOYSA-N	3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol
FFGPTBGBLSHEPO-UHFFFAOYSA-N	Carbamazepine
LDYGRLNSOKABMM-UHFFFAOYSA-N	3-(P-Tolyl)Propionic Acid
MODBYAQUXXEFRM-CQSZACIVSA-N	(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE
DTZWKYVREFMAJA-QXWBOSQLSA-N	4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL
NWJQLQGQZSIBAF-MLAUYUEBSA-N	Tacrolimus
ZHQJVZLJDXWFFX-KODRXGBYSA-N	Quinonoid 7,8-Tetrahydrobiopterin
RJXOEUFRQATKAB-NWDGAFQWSA-N	D-Para-Chlorophenyl-1-Acetamidoboronic Acid Alanine
GACTWZZMVMUKNG-ARQDHWQXSA-N	Fructose -6-Phosphate
JWJOTENAMICLJG-JLAOSSPPSA-N	Dutasteride
RWHOZGRAXYWRNX-DVKNGEFBSA-N	Alpha-D-Glucose 1,6-Bisphosphate
WQYYDTZTMPVINK-XHIBXCGHSA-N	4-Diphosphocytidyl-2-C-Methyl-D-Erythritol
XQPOZBXKDAWGPS-UHFFFAOYSA-N	Nicotinamide
JYGXADMDTFJGBT-YDAVOWJHSA-N	Hydrocortisone
ISHXLNHNDMZNMC-XUDSTZEESA-N	Norelgestromin
